site;lat;lon;year;month;tmean;prec
b1;50,07;10,44;1933;9;12,9;43
b1;50,07;10,44;1933;10;8,1;38
b1;50,07;10,44;1933;11;1,7;52
b1;50,07;10,44;1933;12;-4,9;5
b1;50,07;10,44;1934;1;-0,4;49
b1;50,07;10,44;1934;2;0,4;6
b1;50,07;10,44;1934;3;3,4;37
b1;50,07;10,44;1934;4;10,2;19
b1;50,07;10,44;1934;5;13,4;41
b1;50,07;10,44;1934;6;16,5;27
b1;50,07;10,44;1934;7;18,5;22
b1;50,07;10,44;1934;8;16,2;76
b1;50,07;10,44;1934;9;15,2;20
b1;50,07;10,44;1934;10;8,6;72
b1;50,07;10,44;1934;11;3,4;30
b1;50,07;10,44;1934;12;4,7;68
b1;50,07;10,44;1935;1;-1,4;64
b1;50,07;10,44;1935;2;1,3;82
b1;50,07;10,44;1935;3;2,5;20
b1;50,07;10,44;1935;4;6,9;148
b1;50,07;10,44;1935;5;10,5;56
b1;50,07;10,44;1935;6;17,1;66
b1;50,07;10,44;1935;7;17,9;18
b1;50,07;10,44;1935;8;16,6;113
b1;50,07;10,44;1935;9;13;77
b1;50,07;10,44;1935;10;8,1;76
b1;50,07;10,44;1935;11;4,6;29
b1;50,07;10,44;1935;12;-0,3;76
b1;50,07;10,44;1936;1;2,5;105
b1;50,07;10,44;1936;2;0,3;83
b1;50,07;10,44;1936;3;4,9;21
b1;50,07;10,44;1936;4;6,5;85
b1;50,07;10,44;1936;5;12,4;40
b1;50,07;10,44;1936;6;15,9;98
b1;50,07;10,44;1936;7;16,3;162
b1;50,07;10,44;1936;8;15,7;63
b1;50,07;10,44;1936;9;12,6;67
b1;50,07;10,44;1936;10;6;53
b1;50,07;10,44;1936;11;3,4;52
b1;50,07;10,44;1936;12;0,9;46
b1;50,07;10,44;1937;1;-1,2;72
b1;50,07;10,44;1937;2;1,8;96
b1;50,07;10,44;1937;3;3;60
b1;50,07;10,44;1937;4;7,9;96
b1;50,07;10,44;1937;5;14,6;53
b1;50,07;10,44;1937;6;16,2;95
b1;50,07;10,44;1937;7;17,1;50
b1;50,07;10,44;1937;8;17,2;54
b1;50,07;10,44;1937;9;13;27
b1;50,07;10,44;1937;10;8,7;18
b1;50,07;10,44;1937;11;3,1;21
b1;50,07;10,44;1937;12;-0,7;62
b1;50,07;10,44;1938;1;1,2;96
b1;50,07;10,44;1938;2;0,5;32
b1;50,07;10,44;1938;3;6,3;12
b1;50,07;10,44;1938;4;4,6;16
b1;50,07;10,44;1938;5;10,6;64
b1;50,07;10,44;1938;6;16,1;41
b1;50,07;10,44;1938;7;16,5;78
b1;50,07;10,44;1938;8;17,1;85
b1;50,07;10,44;1938;9;13,2;27
b1;50,07;10,44;1938;10;8,2;53
b1;50,07;10,44;1938;11;6;38
b1;50,07;10,44;1938;12;-2,7;40
b1;50,07;10,44;1939;1;2,3;101
b1;50,07;10,44;1939;2;0,5;34
b1;50,07;10,44;1939;3;1,4;68
b1;50,07;10,44;1939;4;8,8;46
b1;50,07;10,44;1939;5;10,2;39
b1;50,07;10,44;1939;6;16,3;47
b1;50,07;10,44;1939;7;16,3;74
b1;50,07;10,44;1939;8;17,2;48
b1;50,07;10,44;1939;9;13,1;49
b1;50,07;10,44;1939;10;6,4;145
b1;50,07;10,44;1939;11;4,9;109
b1;50,07;10,44;1939;12;-2,3;30
b1;50,07;10,44;1940;1;-10,4;23
b1;50,07;10,44;1940;2;-4,4;33
b1;50,07;10,44;1940;3;2,8;76
b1;50,07;10,44;1940;4;8,3;38
b1;50,07;10,44;1940;5;12,2;25
b1;50,07;10,44;1940;6;16,7;58
b1;50,07;10,44;1940;7;15,8;162
b1;50,07;10,44;1940;8;14,4;60
b1;50,07;10,44;1940;9;12,6;104
b1;50,07;10,44;1940;10;7,4;29
b1;50,07;10,44;1940;11;4,9;71
b1;50,07;10,44;1940;12;-3,8;46
b1;50,07;10,44;1941;1;-5,5;81
b1;50,07;10,44;1941;2;-0,4;48
b1;50,07;10,44;1941;3;3,5;75
b1;50,07;10,44;1941;4;5,5;42
b1;50,07;10,44;1941;5;8,6;106
b1;50,07;10,44;1941;6;16;55
b1;50,07;10,44;1941;7;17,7;107
b1;50,07;10,44;1941;8;14,5;100
b1;50,07;10,44;1941;9;11,8;26
b1;50,07;10,44;1941;10;7,8;133
b1;50,07;10,44;1941;11;1,5;42
b1;50,07;10,44;1941;12;0,4;68
b1;50,07;10,44;1942;1;-9,1;45
b1;50,07;10,44;1942;2;-5,7;16
b1;50,07;10,44;1942;3;1,4;46
b1;50,07;10,44;1942;4;7,5;34
b1;50,07;10,44;1942;5;12;84
b1;50,07;10,44;1942;6;14,2;67
b1;50,07;10,44;1942;7;15,7;105
b1;50,07;10,44;1942;8;17;42
b1;50,07;10,44;1942;9;15,3;55
b1;50,07;10,44;1942;10;11;73
b1;50,07;10,44;1942;11;2,7;34
b1;50,07;10,44;1942;12;0,9;36
b1;50,07;10,44;1943;1;-1,3;35
b1;50,07;10,44;1943;2;2,2;23
b1;50,07;10,44;1943;3;5,5;7
b1;50,07;10,44;1943;4;8,9;48
b1;50,07;10,44;1943;5;12,6;46
b1;50,07;10,44;1943;6;13,8;107
b1;50,07;10,44;1943;7;17,1;86
b1;50,07;10,44;1943;8;17,6;90
b1;50,07;10,44;1943;9;13,5;68
b1;50,07;10,44;1943;10;9,6;0
b1;50,07;10,44;1943;11;2,3;87
b1;50,07;10,44;1943;12;-0,6;31
b1;50,07;10,44;1944;1;2,3;63
b1;50,07;10,44;1944;2;-1,7;47
b1;50,07;10,44;1944;3;0,5;31
b1;50,07;10,44;1944;4;8,6;58
b1;50,07;10,44;1944;5;11,5;9
b1;50,07;10,44;1944;6;14;98
b1;50,07;10,44;1944;7;16,7;80
b1;50,07;10,44;1944;8;19,7;34
b1;50,07;10,44;1944;9;12,1;59
b1;50,07;10,44;1944;10;8,8;49
b1;50,07;10,44;1944;11;3,3;132
b1;50,07;10,44;1944;12;-1,2;65
b1;50,07;10,44;1945;1;-5,5;45
b1;50,07;10,44;1945;2;3,6;72
b1;50,07;10,44;1945;3;5,5;16
b1;50,07;10,44;1945;4;8,9;36
b1;50,07;10,44;1945;5;14,2;104
b1;50,07;10,44;1945;6;16,7;75
b1;50,07;10,44;1945;7;17,7;63
b1;50,07;10,44;1945;8;15,7;132
b1;50,07;10,44;1945;9;13,4;47
b1;50,07;10,44;1945;10;9,1;29
b1;50,07;10,44;1945;11;3;32
b1;50,07;10,44;1945;12;0,5;42
b1;50,07;10,44;1946;1;-3;43
b1;50,07;10,44;1946;2;2,5;141
b1;50,07;10,44;1946;3;4,1;31
b1;50,07;10,44;1946;4;9,5;21
b1;50,07;10,44;1946;5;13,6;70
b1;50,07;10,44;1946;6;14,1;112
b1;50,07;10,44;1946;7;17,5;46
b1;50,07;10,44;1946;8;15,9;60
b1;50,07;10,44;1946;9;13,8;72
b1;50,07;10,44;1946;10;6,8;66
b1;50,07;10,44;1946;11;3,1;21
b1;50,07;10,44;1946;12;-2,8;43
b1;50,07;10,44;1947;1;-4,7;34
b1;50,07;10,44;1947;2;-5,7;36
b1;50,07;10,44;1947;3;3,1;114
b1;50,07;10,44;1947;4;9,8;67
b1;50,07;10,44;1947;5;14,9;22
b1;50,07;10,44;1947;6;18,2;72
b1;50,07;10,44;1947;7;19,6;55
b1;50,07;10,44;1947;8;19,8;3
b1;50,07;10,44;1947;9;17;14
b1;50,07;10,44;1947;10;7,5;5
b1;50,07;10,44;1947;11;4,9;85
b1;50,07;10,44;1947;12;0,8;171
b1;50,07;10,44;1948;1;3,3;108
b1;50,07;10,44;1948;2;0,6;92
b1;50,07;10,44;1948;3;5,9;23
b1;50,07;10,44;1948;4;10,4;38
b1;50,07;10,44;1948;5;14,2;44
b1;50,07;10,44;1948;6;15,8;89
b1;50,07;10,44;1948;7;15,9;131
b1;50,07;10,44;1948;8;16,4;49
b1;50,07;10,44;1948;9;12,9;9
b1;50,07;10,44;1948;10;8,5;32
b1;50,07;10,44;1948;11;3,1;25
b1;50,07;10,44;1948;12;-1,1;14
b1;50,07;10,44;1949;1;0,5;41
b1;50,07;10,44;1949;2;0,1;24
b1;50,07;10,44;1949;3;2;46
b1;50,07;10,44;1949;4;10,5;43
b1;50,07;10,44;1949;5;12,4;85
b1;50,07;10,44;1949;6;14,2;25
b1;50,07;10,44;1949;7;18,1;9
b1;50,07;10,44;1949;8;17,6;42
b1;50,07;10,44;1949;9;16,4;41
b1;50,07;10,44;1949;10;10,3;21
b1;50,07;10,44;1949;11;3,3;46
b1;50,07;10,44;1949;12;2,7;73
b1;50,07;10,44;1950;1;-1,5;38
b1;50,07;10,44;1950;2;2,2;97
b1;50,07;10,44;1950;3;3,9;10
b1;50,07;10,44;1950;4;6,6;84
b1;50,07;10,44;1950;5;14;80
b1;50,07;10,44;1950;6;17,9;33
b1;50,07;10,44;1950;7;18,4;104
b1;50,07;10,44;1950;8;17,2;95
b1;50,07;10,44;1950;9;12,7;87
b1;50,07;10,44;1950;10;7,6;28
b1;50,07;10,44;1950;11;4,1;112
b1;50,07;10,44;1950;12;-2,5;52
b1;50,07;10,44;1951;1;1,7;60
b1;50,07;10,44;1951;2;2,2;41
b1;50,07;10,44;1951;3;2,4;56
b1;50,07;10,44;1951;4;7,2;26
b1;50,07;10,44;1951;5;12,1;35
b1;50,07;10,44;1951;6;15,4;108
b1;50,07;10,44;1951;7;17,5;55
b1;50,07;10,44;1951;8;17,2;58
b1;50,07;10,44;1951;9;14,1;49
b1;50,07;10,44;1951;10;7,7;38
b1;50,07;10,44;1951;11;6;85
b1;50,07;10,44;1951;12;1;30
b1;50,07;10,44;1952;1;-0,1;75
b1;50,07;10,44;1952;2;-1,2;39
b1;50,07;10,44;1952;3;3,1;108
b1;50,07;10,44;1952;4;10,5;22
b1;50,07;10,44;1952;5;12,4;70
b1;50,07;10,44;1952;6;15,8;49
b1;50,07;10,44;1952;7;19,4;9
b1;50,07;10,44;1952;8;18,3;47
b1;50,07;10,44;1952;9;10,4;110
b1;50,07;10,44;1952;10;7;86
b1;50,07;10,44;1952;11;1,8;109
b1;50,07;10,44;1952;12;-0,9;99
b1;50,07;10,44;1953;1;-2,2;30
b1;50,07;10,44;1953;2;0,1;34
b1;50,07;10,44;1953;3;4,9;5
b1;50,07;10,44;1953;4;9,4;37
b1;50,07;10,44;1953;5;13,9;35
b1;50,07;10,44;1953;6;16,3;96
b1;50,07;10,44;1953;7;17,4;48
b1;50,07;10,44;1953;8;16,4;54
b1;50,07;10,44;1953;9;13,7;29
b1;50,07;10,44;1953;10;9,7;30
b1;50,07;10,44;1953;11;3,7;10
b1;50,07;10,44;1953;12;1,8;24
b1;50,07;10,44;1954;1;-3,6;47
b1;50,07;10,44;1954;2;-3,1;12
b1;50,07;10,44;1954;3;4,6;11
b1;50,07;10,44;1954;4;6,3;56
b1;50,07;10,44;1954;5;12,2;37
b1;50,07;10,44;1954;6;16,4;44
b1;50,07;10,44;1954;7;14,1;133
b1;50,07;10,44;1954;8;15,6;123
b1;50,07;10,44;1954;9;13,1;146
b1;50,07;10,44;1954;10;9,4;66
b1;50,07;10,44;1954;11;3,2;26
b1;50,07;10,44;1954;12;2,6;66
b1;50,07;10,44;1955;1;-2,5;50
b1;50,07;10,44;1955;2;-2;54
b1;50,07;10,44;1955;3;1;33
b1;50,07;10,44;1955;4;7,1;24
b1;50,07;10,44;1955;5;10,4;58
b1;50,07;10,44;1955;6;15,1;74
b1;50,07;10,44;1955;7;17,3;157
b1;50,07;10,44;1955;8;16,4;102
b1;50,07;10,44;1955;9;12,8;41
b1;50,07;10,44;1955;10;7,5;26
b1;50,07;10,44;1955;11;2,9;11
b1;50,07;10,44;1955;12;1,6;117
b1;50,07;10,44;1956;1;-0,3;45
b1;50,07;10,44;1956;2;-10,1;10
b1;50,07;10,44;1956;3;3,1;40
b1;50,07;10,44;1956;4;6;69
b1;50,07;10,44;1956;5;12,8;34
b1;50,07;10,44;1956;6;13,5;115
b1;50,07;10,44;1956;7;16,9;119
b1;50,07;10,44;1956;8;14;97
b1;50,07;10,44;1956;9;13,3;43
b1;50,07;10,44;1956;10;7,9;70
b1;50,07;10,44;1956;11;2,1;40
b1;50,07;10,44;1956;12;1;32
b1;50,07;10,44;1957;1;-1;34
b1;50,07;10,44;1957;2;3,6;81
b1;50,07;10,44;1957;3;6,4;42
b1;50,07;10,44;1957;4;8;13
b1;50,07;10,44;1957;5;9,6;23
b1;50,07;10,44;1957;6;17,4;69
b1;50,07;10,44;1957;7;18,2;65
b1;50,07;10,44;1957;8;14,9;71
b1;50,07;10,44;1957;9;11,7;171
b1;50,07;10,44;1957;10;8,3;19
b1;50,07;10,44;1957;11;4;14
b1;50,07;10,44;1957;12;-0,1;37
b1;50,07;10,44;1958;1;-1;67
b1;50,07;10,44;1958;2;1,9;84
b1;50,07;10,44;1958;3;-0,6;38
b1;50,07;10,44;1958;4;5,6;35
b1;50,07;10,44;1958;5;13,7;83
b1;50,07;10,44;1958;6;14,6;122
b1;50,07;10,44;1958;7;16,8;156
b1;50,07;10,44;1958;8;17;88
b1;50,07;10,44;1958;9;14,2;57
b1;50,07;10,44;1958;10;8,4;53
b1;50,07;10,44;1958;11;4,6;20
b1;50,07;10,44;1958;12;1,9;71
b1;50,07;10,44;1959;1;-0,4;39
b1;50,07;10,44;1959;2;-0,7;5
b1;50,07;10,44;1959;3;6,3;38
b1;50,07;10,44;1959;4;9,6;64
b1;50,07;10,44;1959;5;13,1;46
b1;50,07;10,44;1959;6;16,5;73
b1;50,07;10,44;1959;7;19,6;34
b1;50,07;10,44;1959;8;17,4;99
b1;50,07;10,44;1959;9;13,4;2
b1;50,07;10,44;1959;10;7,5;70
b1;50,07;10,44;1959;11;2,7;51
b1;50,07;10,44;1959;12;2,3;66
b1;50,07;10,44;1960;1;-0,6;51
b1;50,07;10,44;1960;2;0,4;31
b1;50,07;10,44;1960;3;4,9;27
b1;50,07;10,44;1960;4;8,2;29
b1;50,07;10,44;1960;5;13,3;46
b1;50,07;10,44;1960;6;17;28
b1;50,07;10,44;1960;7;15,6;63
b1;50,07;10,44;1960;8;15,9;83
b1;50,07;10,44;1960;9;12,2;32
b1;50,07;10,44;1960;10;8,9;123
b1;50,07;10,44;1960;11;5,6;91
b1;50,07;10,44;1960;12;0,6;85
b1;50,07;10,44;1961;1;-1;59
b1;50,07;10,44;1961;2;3,9;64
b1;50,07;10,44;1961;3;5,6;22
b1;50,07;10,44;1961;4;11,2;68
b1;50,07;10,44;1961;5;10,1;96
b1;50,07;10,44;1961;6;15,7;122
b1;50,07;10,44;1961;7;14,6;109
b1;50,07;10,44;1961;8;15,7;79
b1;50,07;10,44;1961;9;16,2;41
b1;50,07;10,44;1961;10;10;53
b1;50,07;10,44;1961;11;3,3;45
b1;50,07;10,44;1961;12;-0,5;86
b1;50,07;10,44;1962;1;1,2;58
b1;50,07;10,44;1962;2;-0,3;68
b1;50,07;10,44;1962;3;0,1;56
b1;50,07;10,44;1962;4;8,7;48
b1;50,07;10,44;1962;5;9,6;56
b1;50,07;10,44;1962;6;14,5;35
b1;50,07;10,44;1962;7;15,1;64
b1;50,07;10,44;1962;8;16,4;42
b1;50,07;10,44;1962;9;12,1;99
b1;50,07;10,44;1962;10;8,5;13
b1;50,07;10,44;1962;11;1,6;20
b1;50,07;10,44;1962;12;-4,8;63
b1;50,07;10,44;1963;1;-7,4;15
b1;50,07;10,44;1963;2;-6,3;16
b1;50,07;10,44;1963;3;1,5;64
b1;50,07;10,44;1963;4;8,8;48
b1;50,07;10,44;1963;5;12,2;29
b1;50,07;10,44;1963;6;15,6;84
b1;50,07;10,44;1963;7;17,7;38
b1;50,07;10,44;1963;8;15,8;118
b1;50,07;10,44;1963;9;13,8;36
b1;50,07;10,44;1963;10;7,2;41
b1;50,07;10,44;1963;11;6,7;112
b1;50,07;10,44;1963;12;-4,3;6
b1;50,07;10,44;1964;1;-4,9;23
b1;50,07;10,44;1964;2;0,4;23
b1;50,07;10,44;1964;3;0,7;32
b1;50,07;10,44;1964;4;8,8;39
b1;50,07;10,44;1964;5;13,8;46
b1;50,07;10,44;1964;6;17,4;32
b1;50,07;10,44;1964;7;18,6;30
b1;50,07;10,44;1964;8;16;43
b1;50,07;10,44;1964;9;13,1;47
b1;50,07;10,44;1964;10;7,2;41
b1;50,07;10,44;1964;11;4,7;88
b1;50,07;10,44;1964;12;-0,4;30
b1;50,07;10,44;1965;1;0,6;107
b1;50,07;10,44;1965;2;-2,3;36
b1;50,07;10,44;1965;3;1,9;86
b1;50,07;10,44;1965;4;6,4;87
b1;50,07;10,44;1965;5;11,6;56
b1;50,07;10,44;1965;6;15,7;104
b1;50,07;10,44;1965;7;15,2;116
b1;50,07;10,44;1965;8;14,6;54
b1;50,07;10,44;1965;9;11,7;73
b1;50,07;10,44;1965;10;7,4;9
b1;50,07;10,44;1965;11;1,5;137
b1;50,07;10,44;1965;12;2,8;145
b1;50,07;10,44;1966;1;-3,1;40
b1;50,07;10,44;1966;2;5;61
b1;50,07;10,44;1966;3;2,8;68
b1;50,07;10,44;1966;4;9,6;97
b1;50,07;10,44;1966;5;13;101
b1;50,07;10,44;1966;6;16,7;136
b1;50,07;10,44;1966;7;15;96
b1;50,07;10,44;1966;8;15,4;81
b1;50,07;10,44;1966;9;13;32
b1;50,07;10,44;1966;10;11;63
b1;50,07;10,44;1966;11;1,5;64
b1;50,07;10,44;1966;12;1,7;135
b1;50,07;10,44;1967;1;0;48
b1;50,07;10,44;1967;2;2,2;51
b1;50,07;10,44;1967;3;4,9;72
b1;50,07;10,44;1967;4;6,7;30
b1;50,07;10,44;1967;5;12,5;51
b1;50,07;10,44;1967;6;14,8;55
b1;50,07;10,44;1967;7;19;45
b1;50,07;10,44;1967;8;16,4;66
b1;50,07;10,44;1967;9;13,4;80
b1;50,07;10,44;1967;10;10,9;80
b1;50,07;10,44;1967;11;2,8;47
b1;50,07;10,44;1967;12;-0,6;117
b1;50,07;10,44;1968;1;-2,1;77
b1;50,07;10,44;1968;2;0,5;66
b1;50,07;10,44;1968;3;3,8;46
b1;50,07;10,44;1968;4;8,6;71
b1;50,07;10,44;1968;5;11,2;52
b1;50,07;10,44;1968;6;15,9;47
b1;50,07;10,44;1968;7;16,5;31
b1;50,07;10,44;1968;8;16;96
b1;50,07;10,44;1968;9;13;113
b1;50,07;10,44;1968;10;9,6;68
b1;50,07;10,44;1968;11;2,8;24
b1;50,07;10,44;1968;12;-2,2;30
b1;50,07;10,44;1969;1;-0,4;43
b1;50,07;10,44;1969;2;-2,8;59
b1;50,07;10,44;1969;3;1,9;66
b1;50,07;10,44;1969;4;7,1;87
b1;50,07;10,44;1969;5;13,2;126
b1;50,07;10,44;1969;6;14,8;134
b1;50,07;10,44;1969;7;18,5;48
b1;50,07;10,44;1969;8;16,3;104
b1;50,07;10,44;1969;9;13,1;32
b1;50,07;10,44;1969;10;9,1;6
b1;50,07;10,44;1969;11;4,5;83
b1;50,07;10,44;1969;12;-5,4;31
b1;50,07;10,44;1970;1;-2,9;46
b1;50,07;10,44;1970;2;-1,1;136
b1;50,07;10,44;1970;3;0,6;41
b1;50,07;10,44;1970;4;5,3;88
b1;50,07;10,44;1970;5;11,3;89
b1;50,07;10,44;1970;6;17,3;62
b1;50,07;10,44;1970;7;15,5;81
b1;50,07;10,44;1970;8;16,5;57
b1;50,07;10,44;1970;9;12,9;13
b1;50,07;10,44;1970;10;8,9;87
b1;50,07;10,44;1970;11;5,1;60
b1;50,07;10,44;1970;12;-0,3;59
b1;50,07;10,44;1971;1;-3;45
b1;50,07;10,44;1971;2;0,8;21
b1;50,07;10,44;1971;3;0,7;14
b1;50,07;10,44;1971;4;8,7;58
b1;50,07;10,44;1971;5;14,2;121
b1;50,07;10,44;1971;6;13,5;112
b1;50,07;10,44;1971;7;18,1;9
b1;50,07;10,44;1971;8;17,5;92
b1;50,07;10,44;1971;9;11,5;29
b1;50,07;10,44;1971;10;7,5;30
b1;50,07;10,44;1971;11;2,6;66
b1;50,07;10,44;1971;12;2,8;35
b1;50,07;10,44;1972;1;-2,6;17
b1;50,07;10,44;1972;2;1,8;4
b1;50,07;10,44;1972;3;5,2;58
b1;50,07;10,44;1972;4;7,2;52
b1;50,07;10,44;1972;5;11;59
b1;50,07;10,44;1972;6;14,2;142
b1;50,07;10,44;1972;7;17,4;61
b1;50,07;10,44;1972;8;15,3;122
b1;50,07;10,44;1972;9;10,3;31
b1;50,07;10,44;1972;10;5,9;30
b1;50,07;10,44;1972;11;3,1;85
b1;50,07;10,44;1972;12;-1;9
b1;50,07;10,44;1973;1;-0,8;17
b1;50,07;10,44;1973;2;0;41
b1;50,07;10,44;1973;3;3,2;20
b1;50,07;10,44;1973;4;5;59
b1;50,07;10,44;1973;5;12,9;62
b1;50,07;10,44;1973;6;16,1;68
b1;50,07;10,44;1973;7;16,8;100
b1;50,07;10,44;1973;8;17,8;19
b1;50,07;10,44;1973;9;14;40
b1;50,07;10,44;1973;10;6,7;84
b1;50,07;10,44;1973;11;2,5;50
b1;50,07;10,44;1973;12;-1,4;63
b1;50,07;10,44;1974;1;2,7;41
b1;50,07;10,44;1974;2;2,9;49
b1;50,07;10,44;1974;3;6,2;28
b1;50,07;10,44;1974;4;7,9;19
b1;50,07;10,44;1974;5;10,9;44
b1;50,07;10,44;1974;6;14;74
b1;50,07;10,44;1974;7;14,8;89
b1;50,07;10,44;1974;8;17,1;74
b1;50,07;10,44;1974;9;13;56
b1;50,07;10,44;1974;10;4,8;115
b1;50,07;10,44;1974;11;3,8;61
b1;50,07;10,44;1974;12;4;93
b1;50,07;10,44;1975;1;3,4;58
b1;50,07;10,44;1975;2;1;18
b1;50,07;10,44;1975;3;3,3;33
b1;50,07;10,44;1975;4;6,9;62
b1;50,07;10,44;1975;5;12,1;44
b1;50,07;10,44;1975;6;15;73
b1;50,07;10,44;1975;7;18,2;28
b1;50,07;10,44;1975;8;18,6;100
b1;50,07;10,44;1975;9;15,2;102
b1;50,07;10,44;1975;10;6,9;44
b1;50,07;10,44;1975;11;2;47
b1;50,07;10,44;1975;12;0,1;28
b1;50,07;10,44;1976;1;1,4;82
b1;50,07;10,44;1976;2;-0,3;15
b1;50,07;10,44;1976;3;1;18
b1;50,07;10,44;1976;4;7,1;11
b1;50,07;10,44;1976;5;13,1;25
b1;50,07;10,44;1976;6;18,1;32
b1;50,07;10,44;1976;7;19,9;45
b1;50,07;10,44;1976;8;16,5;15
b1;50,07;10,44;1976;9;12,4;64
b1;50,07;10,44;1976;10;9,1;33
b1;50,07;10,44;1976;11;4,3;48
b1;50,07;10,44;1976;12;-2,1;35
b1;50,07;10,44;1977;1;-0,3;78
b1;50,07;10,44;1977;2;2,8;95
b1;50,07;10,44;1977;3;5,9;48
b1;50,07;10,44;1977;4;5,5;51
b1;50,07;10,44;1977;5;11,6;16
b1;50,07;10,44;1977;6;15,4;82
b1;50,07;10,44;1977;7;16,7;42
b1;50,07;10,44;1977;8;15,8;98
b1;50,07;10,44;1977;9;11,8;22
b1;50,07;10,44;1977;10;9,6;65
b1;50,07;10,44;1977;11;4,5;110
b1;50,07;10,44;1977;12;1;63
b1;50,07;10,44;1978;1;0,4;37
b1;50,07;10,44;1978;2;-1,7;17
b1;50,07;10,44;1978;3;4,5;66
b1;50,07;10,44;1978;4;6,9;11
b1;50,07;10,44;1978;5;11,4;88
b1;50,07;10,44;1978;6;14,7;36
b1;50,07;10,44;1978;7;15,1;81
b1;50,07;10,44;1978;8;14,5;68
b1;50,07;10,44;1978;9;11,9;67
b1;50,07;10,44;1978;10;7,9;51
b1;50,07;10,44;1978;11;2,7;8
b1;50,07;10,44;1978;12;0,4;133
b1;50,07;10,44;1979;1;-5,7;26
b1;50,07;10,44;1979;2;-1,2;54
b1;50,07;10,44;1979;3;3,9;90
b1;50,07;10,44;1979;4;6,1;54
b1;50,07;10,44;1979;5;11,9;36
b1;50,07;10,44;1979;6;16,9;62
b1;50,07;10,44;1979;7;15,4;51
b1;50,07;10,44;1979;8;15,2;33
b1;50,07;10,44;1979;9;12,7;68
b1;50,07;10,44;1979;10;8,4;16
b1;50,07;10,44;1979;11;2,7;79
b1;50,07;10,44;1979;12;3,5;129
b1;50,07;10,44;1980;1;-2,7;42
b1;50,07;10,44;1980;2;2,3;72
b1;50,07;10,44;1980;3;4,1;49
b1;50,07;10,44;1980;4;5,8;54
b1;50,07;10,44;1980;5;10,6;52
b1;50,07;10,44;1980;6;14,6;81
b1;50,07;10,44;1980;7;14,4;196
b1;50,07;10,44;1980;8;16,5;35
b1;50,07;10,44;1980;9;13,4;37
b1;50,07;10,44;1980;10;7;49
b1;50,07;10,44;1980;11;2,2;42
b1;50,07;10,44;1980;12;-0,7;67
b1;50,07;10,44;1981;1;-3,6;76
b1;50,07;10,44;1981;2;-1,5;30
b1;50,07;10,44;1981;3;6,7;76
b1;50,07;10,44;1981;4;8;48
b1;50,07;10,44;1981;5;12,6;117
b1;50,07;10,44;1981;6;15,5;41
b1;50,07;10,44;1981;7;16;51
b1;50,07;10,44;1981;8;16,1;81
b1;50,07;10,44;1981;9;13,9;57
b1;50,07;10,44;1981;10;8;126
b1;50,07;10,44;1981;11;4,2;65
b1;50,07;10,44;1981;12;-2,7;136
b1;50,07;10,44;1982;1;-3,8;74
b1;50,07;10,44;1982;2;-1,1;8
b1;50,07;10,44;1982;3;3,7;48
b1;50,07;10,44;1982;4;6,5;52
b1;50,07;10,44;1982;5;12,3;50
b1;50,07;10,44;1982;6;16,3;69
b1;50,07;10,44;1982;7;19,2;79
b1;50,07;10,44;1982;8;17;52
b1;50,07;10,44;1982;9;15,4;26
b1;50,07;10,44;1982;10;8,7;93
b1;50,07;10,44;1982;11;4,9;44
b1;50,07;10,44;1982;12;1,8;91
b1;50,07;10,44;1983;1;3;98
b1;50,07;10,44;1983;2;-2,5;44
b1;50,07;10,44;1983;3;3,8;50
b1;50,07;10,44;1983;4;8,6;129
b1;50,07;10,44;1983;5;10,8;135
b1;50,07;10,44;1983;6;16,5;22
b1;50,07;10,44;1983;7;20,9;22
b1;50,07;10,44;1983;8;18,5;37
b1;50,07;10,44;1983;9;13,5;64
b1;50,07;10,44;1983;10;8,4;30
b1;50,07;10,44;1983;11;1,9;53
b1;50,07;10,44;1983;12;-1,1;45
b1;50,07;10,44;1984;1;0,3;102
b1;50,07;10,44;1984;2;-0,5;75
b1;50,07;10,44;1984;3;1,7;16
b1;50,07;10,44;1984;4;6,4;43
b1;50,07;10,44;1984;5;10,1;148
b1;50,07;10,44;1984;6;13,8;73
b1;50,07;10,44;1984;7;15,7;73
b1;50,07;10,44;1984;8;16,6;24
b1;50,07;10,44;1984;9;11,9;105
b1;50,07;10,44;1984;10;9,6;53
b1;50,07;10,44;1984;11;4,1;86
b1;50,07;10,44;1984;12;0,7;37
b1;50,07;10,44;1985;1;-6,4;42
b1;50,07;10,44;1985;2;-5,1;24
b1;50,07;10,44;1985;3;2,4;20
b1;50,07;10,44;1985;4;7,6;43
b1;50,07;10,44;1985;5;13,7;48
b1;50,07;10,44;1985;6;13,2;90
b1;50,07;10,44;1985;7;16,9;92
b1;50,07;10,44;1985;8;15,8;60
b1;50,07;10,44;1985;9;13,1;35
b1;50,07;10,44;1985;10;8;9
b1;50,07;10,44;1985;11;0,1;66
b1;50,07;10,44;1985;12;2,3;50
b1;50,07;10,44;1986;1;-0,1;97
b1;50,07;10,44;1986;2;-6,4;11
b1;50,07;10,44;1986;3;2,8;85
b1;50,07;10,44;1986;4;6,5;69
b1;50,07;10,44;1986;5;14,4;72
b1;50,07;10,44;1986;6;16,1;77
b1;50,07;10,44;1986;7;16,8;45
b1;50,07;10,44;1986;8;16,3;81
b1;50,07;10,44;1986;9;10,8;70
